code,name,unit,price,category,page
8256,VINHO ARGENTINO TINTO SECO MALBEC BENJAMIN NIETO SENETINER 750 ML (CX 6 UN),UN,33.27,Bebidas Alcoólicas,72
4722,VINHO CHILENO BRANCO SECO FINO SAUVIGNON BLANC CHILANO 750 ML (CX 12 UN),UN,20.79,Bebidas Alcoólicas,72
3132,VINHO CHILENO BRANCO SECO SAUVIGNON BLANC RESERVADO SANTA CAROLINA 750 ML (CX 12 UN),UN,24.77,Bebidas Alcoólicas,72
5665,VINHO CHILENO ROSÉ MEIO SECO FINO CHILANO 750 ML (CX 12 UN),UN,20.65,Bebidas Alcoólicas,72
1622,VINHO CHILENO TINTO MEIO SECO CABERNET SAUVIGNON MERLOT RESERVADO SANTA HELENA 750 ML (CX 12 UN),UN,27.88,Bebidas Alcoólicas,72
1554,VINHO CHILENO TINTO MEIO SECO CABERNET SAUVIGNON RESERVADO CONCHA Y TORO 750 ML (CX 12 UN),UN,24.24,Bebidas Alcoólicas,73
1621,VINHO CHILENO TINTO MEIO SECO CABERNET SAUVIGNON RESERVADO SANTA HELENA 750 ML (CX 12 UN),UN,27.88,Bebidas Alcoólicas,73
1646,VINHO CHILENO TINTO MEIO SECO CARMENÉRE RESERVADO CONCHA Y TORO 750 ML (CX 12 UN),UN,24.24,Bebidas Alcoólicas,73
1623,VINHO CHILENO TINTO MEIO SECO CARMENÉRE RESERVADO SANTA HELENA 750 ML (CX 12 UN),UN,27.88,Bebidas Alcoólicas,73
2979,VINHO CHILENO TINTO MEIO SECO GATO NEGRO CABERNET SAUVIGNON SAN PEDRO 750 ML (CX 12 UN),UN,29.09,Bebidas Alcoólicas,73
1803,VINHO CHILENO TINTO MEIO SECO MERLOT RESERVADO CONCHA Y TORO 750 ML (CX 12 UN),UN,24.24,Bebidas Alcoólicas,73
1815,VINHO CHILENO TINTO SECO CABERNET SAUVIGNON CASILLERO DEL DIABLO 750 ML (CX 12 UN),UN,42.42,Bebidas Alcoólicas,73
4723,VINHO CHILENO TINTO SECO FINO CABERNET SAUVIGNON CHILANO 750 ML (CX 12 UN),UN,20.65,Bebidas Alcoólicas,73
4724,VINHO CHILENO TINTO SECO FINO CARMENÉRE CHILANO 750 ML (CX 12 UN),UN,20.65,Bebidas Alcoólicas,73
8223,VINHO CHILENO TINTO SECO FINO MALBEC CHILANO 750 ML (CX 12 UN),UN,20.65,Bebidas Alcoólicas,73
3135,VINHO ESPANHOL TINTO SECO FINO ORO TEMPRANILLO PATA NEGRA 750 ML (CX 6 UN),UN,43.27,Bebidas Alcoólicas,73
5156,VINHO GRANDE NACIONAL TINTO BORDÔ SECO SANTOMÉ 1 L (CX 6 UN),UN,17.65,Bebidas Alcoólicas,73
5157,VINHO GRANDE NACIONAL TINTO SUAVE SANTOMÉ 1 L (CX 12 UN),UN,15.84,Bebidas Alcoólicas,73
3296,VINHO NACIONAL BRANCO SECO ALMADÉN RIESLING 750 ML (CX 6 UN),UN,31.41,Bebidas Alcoólicas,73
1673,VINHO NACIONAL BRANCO SECO CHALISE 750 ML (CX 6 UN),CX,59.15,Bebidas Alcoólicas,73
3174,"VINHO NACIONAL BRANCO SECO RANDON 4,6 L (CX 2 GL)",CX,104.56,Bebidas Alcoólicas,73
1634,VINHO NACIONAL BRANCO SUAVE CHALISE 750 ML (CX 6 UN),CX,59.15,Bebidas Alcoólicas,73
9330,VINHO NACIONAL TINTO BORDÔ SUAVE GÓES TRADIÇÃO 750 ML (CX 12 UN),UN,15.9,Bebidas Alcoólicas,73
1721,VINHO NACIONAL TINTO SECO CABERNET SAUVIGNON ALMADÉN 750 ML (CX 6 UN),UN,31.41,Bebidas Alcoólicas,73
3484,VINHO NACIONAL TINTO SECO CABERNET SAUVIGNON MERLOT SELEÇÃO MIOLO 750 ML (CX 6 UN),UN,38.0,Bebidas Alcoólicas,73
1633,VINHO NACIONAL TINTO SECO CHALISE 750 ML (CX 6 UN),CX,59.15,Bebidas Alcoólicas,73
3082,VINHO NACIONAL TINTO SECO JURUBEBA LEÃO DO NORTE 600 ML (CX 12 UN),UN,13.94,Bebidas Alcoólicas,73
3175,"VINHO NACIONAL TINTO SECO RANDON 4,6 L (CX 2 GL)",CX,104.56,Bebidas Alcoólicas,73
1722,VINHO NACIONAL TINTO SUAVE CABERNET ALMADÉN 750 ML (CX 6 UN),UN,25.45,Bebidas Alcoólicas,73
1632,VINHO NACIONAL TINTO SUAVE CHALISE 750 ML (CX 6 UN),CX,59.15,Bebidas Alcoólicas,73
2925,VINHO NACIONAL TINTO SUAVE COUNTRY WINE 750 ML (CX 6 UN),UN,13.7,Bebidas Alcoólicas,73
9346,VINHO NACIONAL TINTO SUAVE GÓES QUINTA DOS VINHEDOS 1 L (CX 12 UN),UN,16.78,Bebidas Alcoólicas,73
8620,VINHO NACIONAL TINTO SUAVE PÉRGOLA 1 L (CX 12 UN),UN,20.6,Bebidas Alcoólicas,73
3176,"VINHO NACIONAL TINTO SUAVE RANDON 4,6 L (CX 2 GL)",CX,104.56,Bebidas Alcoólicas,74
2928,VINHO NACIONAL TINTO SUAVE SANTOMÉ 750 ML (CX 12 UN),UN,11.51,Bebidas Alcoólicas,74
1255,VINHO PEQUENO PORTUGUÊS TINTO SECO PERIQUITA 375 ML (CX 24 UN),UN,33.33,Bebidas Alcoólicas,74
1256,VINHO PORTUGUÊS TINTO SECO PERIQUITA 750 ML (CX 6 UN),UN,52.12,Bebidas Alcoólicas,74
2980,VINHO PORTUGUÊS VERDE BRANCO MEIO SECO CALAMARES 750 ML (CX 6 UN),UN,37.44,Bebidas Alcoólicas,74
5729,VINHO PORTUGUÊS VERDE MEIO SECO CASAL GARCIA 750 ML (CX 6 UN),UN,48.48,Bebidas Alcoólicas,74
6928,VINHO PORTUGUÊS VERDE ROSÊ MEIO SECO CALAMARES 750 ML (CX 6 UN),UN,37.44,Bebidas Alcoólicas,74
1347,VODKA ABSOLUT 1 L (CX 12 UN),UN,75.14,Bebidas Alcoólicas,74
2973,VODKA ASKOV FRUTAS VERMELHAS 900 ML (CX 12 UN),UN,14.97,Bebidas Alcoólicas,74
4392,VODKA ASKOV MARACUJÁ 900 ML (CX 12 UN),UN,14.97,Bebidas Alcoólicas,74
2972,VODKA ASKOV TRADICIONAL 900 ML (CX 12 UN),UN,15.15,Bebidas Alcoólicas,74
1643,VODKA BALALAIKA 1 L (CX 6 UN),UN,14.42,Bebidas Alcoólicas,74
6907,VODKA BELVEDERE 700 ML (CX 6 UN),UN,115.14,Bebidas Alcoólicas,74
1257,VODKA CIROC 750 ML (CX 12 UN),UN,130.9,Bebidas Alcoólicas,74
2904,VODKA KETEL ONE 1 L (CX 12 UN),UN,83.26,Bebidas Alcoólicas,74
2926,VODKA ORLOFF 1 L (CX 12 UN),UN,25.45,Bebidas Alcoólicas,74
1451,VODKA SKYY 980 ML (CX 12 UN),UN,36.36,Bebidas Alcoólicas,74
1258,VODKA SMIRNOFF 998 ML (CX 12 UN),UN,32.72,Bebidas Alcoólicas,74
4734,VODKA SMIRNOFF ICE LIMÃO LONG NECK 275 ML (PCT 24 UN),PCT,157.08,Bebidas Alcoólicas,74
9110,"WASABI EM PÓ PREMIUM TAICHI 1,01 KG (CX 10 PCT)",PCT,49.05,Temperos,74
1778,WHISKY BALLANTINES 12 ANOS 1 L (CX 12 UN),UN,133.32,Bebidas Alcoólicas,74
1777,WHISKY BALLANTINES FINEST 8 ANOS 1 L (CX 12 UN),UN,72.72,Bebidas Alcoólicas,74
4020,WHISKY BELL´S 700 ML (CX 12 UN),UN,36.36,Bebidas Alcoólicas,74
7428,WHISKY BLACK WHITE 1 L (CX 12 UN),UN,79.99,Bebidas Alcoólicas,74
1260,WHISKY BUCHANAN´S 12 ANOS 1 L (CX 12 UN),UN,174.78,Bebidas Alcoólicas,74
1557,WHISKY CHIVAS REGAL 12 ANOS 1 L (CX 12 UN),UN,115.14,Bebidas Alcoólicas,74
4543,WHISKY JACK DANIEL´S TENNESSEE FIRE 1 L (CX 12 UN),UN,136.96,Bebidas Alcoólicas,74
3262,WHISKY JACK DANIEL´S TENNESSEE HONEY 1 L (CX 12 UN),UN,140.59,Bebidas Alcoólicas,74
1470,WHISKY JACK DANIEL´S TENNESSEE OLD No.7 1 L (CX 12 UN),UN,140.59,Bebidas Alcoólicas,75
2907,WHISKY JAMESON 750 ML (CX 12 UN),UN,98.17,Bebidas Alcoólicas,75
6370,WHISKY JIM BEAM 1 L (CX 12 UN),UN,87.26,Bebidas Alcoólicas,75
1262,WHISKY JOHNNIE WALKER BLACK LABEL 12 ANOS 1 L (CX 12 UN),UN,173.31,Bebidas Alcoólicas,75
1264,WHISKY JOHNNIE WALKER BLUE LABEL 750 ML (CX 6 UN),UN,1112.85,Bebidas Alcoólicas,75
1684,WHISKY JOHNNIE WALKER DOUBLE BLACK 1 L (CX 12 UN),UN,199.98,Bebidas Alcoólicas,75
1265,WHISKY JOHNNIE WALKER GOLD LABEL RESERVE 750 ML (CX 6 UN),UN,230.28,Bebidas Alcoólicas,75
1261,WHISKY JOHNNIE WALKER RED LABEL 1 L (CX 12 UN),UN,85.45,Bebidas Alcoólicas,75
1628,WHISKY NATU NOBILIS 1 L (CX 12 UN),UN,36.91,Bebidas Alcoólicas,75
1607,WHISKY OLD EIGHT 900 ML (CX 12 UN),UN,19.88,Bebidas Alcoólicas,75
1266,WHISKY OLD PARR 12 ANOS 1 L (CX 12 UN),UN,143.02,Bebidas Alcoólicas,75
1549,WHISKY PASSPORT 1 L (CX 12 UN),UN,48.48,Bebidas Alcoólicas,75
1272,WHISKY WHITE HORSE 1 L (CX 12 UN),UN,66.66,Bebidas Alcoólicas,75
6017,XAROPE MONIN AMORA 700 ML (CX 6 UN),UN,59.21,Bebidas,75
3079,XAROPE MONIN CRANBERRY 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6020,XAROPE MONIN CURAÇAU BLUE 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6022,XAROPE MONIN FRAMBOESA 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6023,XAROPE MONIN GENGIBRE 700 ML (CX 6 UN),UN,59.21,Bebidas,75
2914,XAROPE MONIN GRENADINE 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6024,XAROPE MONIN KIWI 700 ML (CX 6 UN),UN,59.21,Bebidas,75
3078,XAROPE MONIN LIMÃO SICILIANO 700 ML (CX 6 UN),UN,59.21,Bebidas,75
2987,XAROPE MONIN MAÇÃ VERDE 700 ML (CX 6 UN),UN,59.21,Bebidas,75
3080,XAROPE MONIN MARACUJÁ 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6027,XAROPE MONIN MELANCIA 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6030,XAROPE MONIN MORANGO 700 ML (CX 6 UN),UN,59.21,Bebidas,75
6032,XAROPE MONIN TANGERINA 700 ML (CX 6 UN),UN,59.21,Bebidas,75
5243,XERÉM DE CAJU BRASILSECO 1 KG (CX 10 PCT),PCT,35.35,Cereais e Grãos,75
8248,XERÉM DE CAJU LERYC 1 KG (CX 15 PCT),PCT,35.22,Cereais e Grãos,75
